word,machine,human,label,emotion_intensity_score
foul,ahon,ahọ́n,fear,0.25
afraid,bẹru,bẹ̀rù,fear,0.844
blackout,didaku,dídákú,fear,0.406
dissension,iyapa,ìyapa,anger,0.561
bargaining,idunadura,ìdúnàdúrà,anger,0.167
vanished,parun,parun,sadness,0.695
shack,àgò,àgò,sadness,0.266
lovely,ẹlẹwà,rewà,trust,0.586
government,ijoba,ìjọba,fear,0.359
ineptitude,ailagbara,àìlè ṣe,disgust,0.359
prohibited,leewọ,léèwọ̀,disgust,0.281
stagnant,duro,dúró,sadness,0.259
worn,wọ,wọ̀,sadness,0.484
savior,olugbala,Olùgbàlà,joy,0.543
thermocouple,thermocouple,Èrọ̀ tín sàyẹ̀wo ara,anticipation,0.297
treacherous,arekereke,àrékérekè,disgust,0.57
contributor,olùkópa,olùkópa,trust,0.492
encouragement,iwuri,ìwúrí,joy,0.545
respon,idahun,ìdáhùn,trust,0.32
constancy,iduroṣinṣin,aṣedéédé,trust,0.656
passionate,kepe,fẹ́ púpọ̀,anticipation,0.633
listenting,kikojọ,kíkójọ́,joy,0.359
taunt,ṣáátá,ṣáátá,anger,0.562
explosions,explosions,àwọn ohun ìbú gbàmù,joy,0.061
smell,orun,rùn,disgust,0.445
believes,gbagbọ,gbàgbọ́,trust,0.672
holidayseason,akoko isinmi,àkókò ìsinmi,joy,0.688
barb,barb,gé,anger,0.422
reckless,aibikita,àìbìkítà,anger,0.531
jovial,jovial,aláwàdà,joy,0.814
remand,tun pada,tún padà,anger,0.375
cholera,onigba-,onígbá,sadness,0.583
theocratic,ti ijọba,ti ìjọba,fear,0.391
assassinate,apànìyàn,ìpànìyàn,fear,0.906
disfigured,alaabo,aláàbò,sadness,0.703
subvert,yiyipada,yíyípadà,disgust,0.398
inadequate,aito,àìtó,sadness,0.484
forecast,asọtẹlẹ,àsọtẹ́lẹ̀,trust,0.484
trusting,gbekele,gbígbẹ̀kẹ̀lé,trust,0.836
freshstart,bẹrẹ tuntun,bẹ̀rẹ̀ tuntun,joy,0.544
abuse,ilokulo,ìlòkulò,fear,0.672
uphold,gbero,gbéró,trust,0.648
fulfilled,ṣẹ,sẹ̀,joy,0.667
condescension,irẹlẹ,ìrẹ̀lẹ̀,disgust,0.531
ghost,iwin,iwin,fear,0.672
resisting,kíkọjú ìjà,kíkọjú ìjà,fear,0.453
dreading,ibẹru,ìbẹ̀rù,fear,0.641
helplessness,ainiagbara,àìníagbára,fear,0.516
irritated,hihun,híhún,anger,0.706
break,adehun,pínyà,surprise,0.461
unemployed,alainiṣẹ,aláìníṣẹ́,sadness,0.359
charmed,laya,láyà,joy,0.546
subversion,subversion,ìyàtọ̀,fear,0.469
beaming,tan ina,Tan iná,anticipation,0.523
knuckles,awọn ika ọwọ,Kókó-ọwọ́,anger,0.439
inappropriate,aibojumu,àìbójúmu,sadness,0.297
halter,halter,okùn isorọ̀,sadness,0.188
romance,fifehan,fìfẹ́hàn,joy,0.779
thug,onijagidijagan,oníjàgídíjàgan,disgust,0.594
cheat,iyanjẹ,ìyànjẹ,disgust,0.508
clowns,awọn oniye,àwọn aláwàdà,fear,0.207
dependent,ti o gbẹkẹle,àláìlómìnira,trust,0.531
giggle,rerin,rẹ́rìn-ín,joy,0.802
apprehensive,ifura,ìfura,fear,0.578
anarchism,anarchism,àilófin,anger,0.714
extricate,yọ jade,yọ jáde,anticipation,0.461
anomaly,anomaly,Ìwà òdì,fear,0.359
endless,ailopin,aláìlópin,trust,0.344
confessional,ijẹwọ,ìjẹ́wọ́ ẹ̀ṣẹ̀,trust,0.508
musical,orin,orin,sadness,0.045
stroke,ikọlu,ìkọlù,fear,0.656
admirable,admirable,wuni,joy,0.562
employ,gba oojọ,gbà síṣẹ́,trust,0.445
helpful,wulo,wúlò,joy,0.422
weird,eemọ,èèmọ̀,disgust,0.266
untrustworthy,alaigbagbọ,aláígbàgbọ́,anger,0.348
unsatisfactory,alaitẹlọrun,àìnítẹ̀ẹ́lọ́rùn,disgust,0.328
therapeutic,iwosan,ìwòsàn,joy,0.515
vote,dibo,dìbò,anger,0.045
obsessing,ifẹ afẹju,ìfẹ́ àfẹ́jù,fear,0.312
vista,vista,Ìwònà fún ìsẹ̀lẹ̀,anticipation,0.422
cherish,nifẹẹ,nífẹ̀ẹ́,joy,0.703
travesty,ẹlẹgbin,ṣàjòjì,disgust,0.531
spectacular,ti iyanu,ti ìyanu,joy,0.912
result,abajade,àbájáde,anticipation,0.594
accompaniment,ifowosowopo,ìfọwọ́sowọ́pọ̀,joy,0.179
horror,ibanuje,ìbànújẹ́,surprise,0.742
lovemaking,ifẹ,ìfẹ́,joy,0.812
celebrations,ayẹyẹ,ayẹyẹ,joy,0.833
judicial,adajọ,ìdájọ́,trust,0.633
bless,bukun,bùkún,trust,0.633
purr,purr,kùn,trust,0.344
gratify,itẹlọrun,tẹ́ lọ́rùn,surprise,0.305
prospection,aisiki,áisìkí,anticipation,0.719
disdain,kẹgàn,kẹ́gàn,disgust,0.398
detract,dena,dènà,anger,0.242
balm,balm,Ìpara Ìwọ́ra,anticipation,0.398
wigan,wigan,ìtẹ́nú aṣọ,trust,0.297
recurring,Loorekoore,lóòrèkóòrè,fear,0.359
measured,won,wọn,joy,0.152
glad,dun,dùn,joy,0.781
despotism,ifẹkufẹ,Ìfẹ́kùfẹ́,anger,0.453
reconciliation,ilaja,ìlàjà,trust,0.555
expedient,anfaani,àǹfààní,joy,0.25
memoriesiwontforget,memoryiwontforget,Ìṣẹ̀lẹ̀ tí mi ò ni gbàgbé,joy,0.682
deprivation,alaini,aláìní,fear,0.578
bummer,idamu,ìdàmú,anger,0.139
tryout,gbidanwo,gbìdánwò,fear,0.125
variable,ayípadà,aṣeéyí-padà,surprise,0.484
angry,binu,bínú,disgust,0.469
vulgar,ẹlẹgàn,ẹlẹ̀gàn,disgust,0.719
nap,orun,ọrùn,joy,0.206
lie,luba,àwọn ẹ̀yà tó nsọ Bantu,sadness,0.585
thankyoujesus,thankyoujesus,o ṣé Jésù,joy,0.688
laughable,ẹrín,ẹ̀rín,disgust,0.18
secrete,ikọkọ,ìkọ̀kọ̀,disgust,0.633
plea,ẹbẹ,ẹ̀bẹ̀,sadness,0.344
eel,eeli,ẹja,fear,0.344
neutrality,didoju,adádúró,trust,0.43
tease,yọ lẹnu,yọ lẹ́nu,anger,0.258
incest,ìbálòpọ̀,ìbálòpọ̀ láàárin mọ̀lẹ́bí,fear,0.571
cap,fila,fìlà,anticipation,0.297
elucidate,ṣe alaye,ṣàlàyé,trust,0.43
adrift,adrift,Léfòó,fear,0.328
explode,gbamu,bú gbàmù,fear,0.828
overestimate,apọju,àpọ̀jù,surprise,0.453
umpire,onidajọ,adarí-ayò,trust,0.492
raccoon,raccoon,rákónì,fear,0.127
apathy,aibikita,àìbìkítà,sadness,0.281
belittle,kereju,kéré jù,sadness,0.672
spiritual,ẹmí,ti ẹ̀mí,trust,0.664
butcher,ẹran,alápatà,fear,0.609
enjoying,igbadun,ìgbádùn,anticipation,0.586
hero,akoni,akọni,surprise,0.344
unimpeachable,unimpeachable,aláìṣeérọ̀lóyè,trust,0.617
soready,tẹlẹ,tẹ́lẹ̀,fear,0.125
lament,ṣọfọ,ṣọ̀fọ̀,disgust,0.383
unstable,riru,ríru,surprise,0.609
sordid,alakikanju,alákíkanjú,anger,0.412
ail,ail,dààmú,sadness,0.469
priceless,ti ko ni idiyele,tí kò ní ìdíyelé,joy,0.641
hee,hee,he,joy,0.455
unkind,alaanu,aláàánú,sadness,0.547
hyped,gbongbo,gbòǹgbò,fear,0.214
crushed,itemole,ìtẹ̀mọ́lẹ̀,fear,0.812
enthusiasm,itara,ìtara,surprise,0.641
leave,lọ kuro,ìsimi,surprise,0.234
discord,iyapa,ìyapa,disgust,0.383
completion,Ipari,ìparí,anticipation,0.469
segregate,lọtọ,lọ́tọ̀,sadness,0.469
insult,itiju,ìtìjú,disgust,0.393
rejoicing,yọ,yọ,surprise,0.578
nobility,ọlọla,ọlọ́lá,anticipation,0.352
inhibit,dojuti,dójútì,sadness,0.312
disliked,ikorira,ìkóríra,anger,0.359
malevolent,aṣebiakọ,Nínú búburú,anger,0.721
tomb,ibojì,ibojì,sadness,0.562
fellas,fellas,okùnrin,trust,0.414
crisp,agaran,ìpákéré,trust,0.383
rheumatism,làkúrègbé,làkúrègbé,anger,0.156
freakish,freakish,ìjàmbá,surprise,0.664
dame,dame,ọmọdébìnrin,trust,0.344
mishap,mishap,ìjàmbá,disgust,0.32
blackness,dudu,dúdú,sadness,0.375
demon,ànjọ̀nú,àǹjọ̀nú,anger,0.735
socialist,sosialisiti,sosialísìtì,sadness,0.125
undoubted,laiseaniani,láìseàníàní,anticipation,0.391
indifference,aibikita,àìbìkítà,fear,0.25
revving,revving,ìsọjí,anger,0.309
prophylactic,prophylactic,sísáfún,anticipation,0.406
lull,lull,kíkùnlórun,anticipation,0.266
acceptance,gbigba,ìgbà wọlé,trust,0.68
huff,ewu,mín kanlẹ̀,disgust,0.273
delusion,etan,ẹ̀tàn,fear,0.422
confident,igboya,ìdánilójú,trust,0.727
christmassy,kirisita,kírísítà,joy,0.779
food,ounje,oúnjẹ,trust,0.336
fruitless,alaileso,aláìléso,sadness,0.359
schizophrenia,schizophrenia,Ṣe gángàngán,sadness,0.625
bastards,ale,àlè,anger,0.741
sunset,Iwọoorun,Ìwọ̀ oòrùn,anticipation,0.453
install,fi sori ẹrọ,Fi sórí ẹ̀rọ,anticipation,0.43
angered,binu,bínú,anger,0.916
exile,ìgbèkùn,ìgbèkùn,fear,0.516
isolated,ti ya sọtọ,ti yà sọ́tọ̀,sadness,0.547
daemon,daemon,àjọ̀nú,anger,0.641
neighborhood,adugbo,àdúgbò,anticipation,0.266
chai,chai,chai,joy,0.156
dreadfully,ẹru,ẹ̀rù,disgust,0.508
untitled,ti a ko pe,tí a kò pè,sadness,0.157
wonderful,iyanu,ìyanu,joy,0.863
defraud,jìbìtì,jìbìtì,anger,0.424
sin,ese,ẹ̀ṣẹ̀,disgust,0.625
tiket,tiket,ìwé pélébé,trust,0.297
hatred,ikorira,ìkórìíra,disgust,0.68
unhappiness,idunnu,ìdùnnú,sadness,0.839
calculator,isiro,ẹ̀rọ aṣèṣirò,trust,0.477
rabble,ariwo,ariwo,fear,0.484
allure,ifaya,ìfàya,anticipation,0.688
grant,fifunni,owó-ìrànwọ́,trust,0.594
stalemate,idaduro,ìdádúró,disgust,0.188
bridegroom,oko iyawo,ọkọ ìyàwó,joy,0.469
exam,idanwo,ìdánwò,fear,0.359
referee,onidajọ,adarí-ayò,trust,0.484
nefarious,nefarious,ẹlẹ́sẹ̀,surprise,0.562
bewildered,dãmu,dàmú,fear,0.438
luck,orire,̀lórí-lọ́wọ́,surprise,0.508
frisky,frisky,eléré,surprise,0.375
lowest,ni asuwon ti,ní àsùnwọ̀n tí,sadness,0.478
venomous,oró,lóró,fear,0.781
shun,yago fun,yẹ̀ sílẹ̀,anger,0.5
radiant,tànmọ́lẹ̀,tànmọ́lẹ̀,joy,0.781
recession,ipadasẹhin,ìpadàsẹ́yìn,sadness,0.485
meh,meh,aláìní ìwúrí,sadness,0.188
friendships,awọn ọrẹ,ìbánidọ́rẹ̀,trust,0.75
intercede,gbadura,gbàdúrà,fear,0.234
masterpiece,aṣetan,aṣetán,joy,0.561
blackness,dudu,dúdú,fear,0.484
sarcoma,sarcoma,túmọ̀,fear,0.625
newlife,igbesi aye tuntun,ìgbésí ayé tuntun,joy,0.618
uncontrollable,ti ko ni idari,tí kò ní ìdarí,surprise,0.711
priesthood,oyè àlùfáà,oyè àlùfáà,sadness,0.109
unseat,unseat,yọ tàbí lé kúrò,sadness,0.281
brunt,ibinujẹ,Ìbìnújẹ́,anger,0.5
succeeding,aṣeyọri,ìṣàṣeyọrí,trust,0.562
dislocated,dislocated,yẹ̀,sadness,0.438
tyrannical,alagidi,alágídí,anger,0.828
divided,pin,pin,sadness,0.172
battled,jagun,jagub,sadness,0.5
carol,karol,kàroo,joy,0.328
unacceptable,itẹwẹgba,ìtẹ́wọ́gbà,sadness,0.328
chuckle,ẹrin,ẹ̀rín,joy,0.706
illusion,iruju,ìṣújú,surprise,0.539
darkside,ṣokunkun,ṣókùnkùn,anger,0.547
perspective,irisi,ìrísí,anticipation,0.492
bestial,bestial,ajẹranko,disgust,0.68
radiation,itankalẹ,ìtànkálẹ̀,fear,0.688
fright,ẹru,ẹ̀rù,fear,0.853
birch,birch,kólẹ́gba,anger,0.135
impenetrable,impenetrable,àìlèlujá,trust,0.547
inflict,kọlu,kọlù,fear,0.562
plaudit,plaudit,ìfọwọ́sí,trust,0.383
distraught,ibanuje,ìbànújẹ́,sadness,0.812
revels,awọn igbadun,àwọn ìgbádùn,joy,0.562
slaughter,pipa,pípa,sadness,0.734
antichrist,Dajjal,alòdì sí Krístì,fear,0.641
atrocity,iwa ika,ìwà ìkà,sadness,0.859
prudent,amoye,amòye,trust,0.547
reprisal,igbẹsan,ìgbẹ̀san,sadness,0.484
resection,atunse,àtúnṣe,fear,0.406
abortive,abortive,gé kúrú,sadness,0.672
tear,yiya,yíya,sadness,0.656
allure,ifaya,ìfáyà,joy,0.453
bathtub,ibi iwẹ,ibi ìwẹ̀,joy,0.156
footing,ẹsẹ,ìṣèrànwọ́,trust,0.359
disobey,ṣàìgbọràn,ṣàìgbọràn,anger,0.469
delinquent,ẹlẹṣẹ,ẹlẹ́ṣẹ̀,disgust,0.422
infection,ikolu,ìkọlù,fear,0.625
badfeeling,iwa buburu,ìmọ̀lára búburú,fear,0.516
egregious,egregious,burú jáì,anger,0.672
abortion,iṣẹyun,ìṣẹ́yún,disgust,0.656
harry,harry,kọlù,anger,0.212
feeling,rilara,Ìmọ̀ lára,fear,0.328
warning,ìkìlọ,ìkìlọ̀,fear,0.297
visionary,iranran,ìran,anticipation,0.602
punishing,ijiya,ìjìyà,sadness,0.703
pleasure,igbadun,ìgbádùn,joy,0.803
flirt,flirt,ṣeré ìfẹ́,trust,0.281
brokenheart,okan aiya,ọkàn àyà,sadness,0.792
art,aworan,àwòrán,sadness,0.0
recklessness,aibikita,àìbìkítà,disgust,0.461
fill,fọwọsi,rọkún,trust,0.32
yehey,yehey,yehe,joy,0.486
makingdisciples,ṣiṣe awọn ọmọ -ẹhin,ṣíṣe àwọn ọmọ-ẹ̀hìn,joy,0.136
brimstone,imi -ọjọ,imí-ọjọ́,fear,0.391
betray,fi hàn,fi hàn,anger,0.625
encourage,iwuri fun,ìwúrí fún,joy,0.5
friends,awọn ọrẹ,àwọn ọ̀rẹ́,joy,0.5
madness,isinwin,ìsínwín,anger,0.491
savagery,iwa ika,ìwà ìkà,fear,0.875
obtainable,gba,gbà,joy,0.156
holla,holla,aríwó,trust,0.312
offset,aiṣedeede,Àìṣedédé,anticipation,0.359
coalesce,akopọ,àdàlù,trust,0.555
slaughterhouse,agbo ẹran,odò ẹran,fear,0.859
bath,iwẹ,ìwẹ̀,joy,0.182
thanking,dúpẹ lọwọ,dúpẹ́ lọ́wọ́,joy,0.515
benign,rere,rere,joy,0.074
anxiety,aibalẹ,àìbalẹ̀,sadness,0.5
constraint,ihamọ,Ìhámọ́,anger,0.455
reliance,igbekele,Ìgbẹ́kẹ̀lé,anticipation,0.398
fraud,jegudujera,jẹgúdújẹrú,anger,0.394
dawned,yọ,yọ,fear,0.15
disrelish,disrelish,tẹ́,disgust,0.391
obi,obi,aṣọ,disgust,0.352
withstand,farada,faradà,anticipation,0.414
emergency,pajawiri,pàjáwìrì,sadness,0.641
pitfall,pitfall,ọ̀fìn,fear,0.562
newday,ojo tuntun,Ọjọ́ tuntun,joy,0.438
monde,monde,ayé,trust,0.344
abnormal,ajeji,àjèjì,disgust,0.438
explosive,ibẹjadi,Ìbẹ́jádè,anticipation,0.523
enemy,ota,ọ̀tá,disgust,0.562
kennel,ile aja,ilé ajá,sadness,0.13
relationships,ibasepo,àwọn ìbáṣepọ̀,trust,0.641
dontmesswithme,dontmesswithme,Má mú inú bí mi,anger,0.75
rejoice,yọ,yayọ̀,trust,0.547
mountain,oke,òkè,joy,0.25
immunization,ajesara,àjẹsára,trust,0.531
jumpy,fo,fò,fear,0.484
repute,okiki,lókíkì,trust,0.336
outcast,alaibikita,aláìbìkítà,sadness,0.672
favs,favs,àyànfẹ́,trust,0.398
aggressor,onijagidijagan,oníjàgídíjàgan,anger,0.656
philosopher,onimoye,amòye,trust,0.508
football,bọọlu afẹsẹgba,bọ́ọ̀lù àfẹsẹ̀gbá,anticipation,0.469
pillage,ikogun,ìkógun,anger,0.578
vicar,vicar,àlùfáà,trust,0.469
emancipation,ominira,òmìnira,joy,0.397
punishing,ijiya,ìjìyà,anger,0.788
choir,akorin,akọrin,joy,0.391
holiness,iwa -mimo,ìwà mímọ́,trust,0.656
oppressor,aninilara,aninilára,fear,0.609
credence,igbẹkẹle,ìgbẹ́kẹ̀lé,trust,0.641
psychosis,psychosis,asíwín,anger,0.441
receiving,gba,gbígba,surprise,0.258
casket,agbọn,agbọ́n,sadness,0.656
unfulfilled,ti ko ṣẹ,tí kò ṣẹ,anger,0.225
humiliate,itiju,ìtìjú,anger,0.545
destitute,alaini,aláìní,fear,0.455
exhausted,rẹwẹsi,rẹ̀wẹ̀sì,sadness,0.391
sharpen,pọn,Pọ́n,anticipation,0.484
lawsuit,ẹjọ,ẹjọ́,fear,0.562
mentalhealth,ilera ọpọlọ,ìlera ọpọlọ,fear,0.375
autocorrect,atunṣe ara ẹni,Àtúnṣe ara ẹni,anger,0.015
unwashed,ti a ko wẹ,tí a kò wẹ̀,disgust,0.602
spurious,eletan,ẹlẹ́tàn,disgust,0.461
contaminated,ti doti,ti dọ̀tí,sadness,0.594
beastly,ẹranko,bí ẹranko,fear,0.688
animated,ti ere idaraya,ti eré ìdárayá,joy,0.515
ghostly,iwin,iwin,fear,0.754
retards,retards,padàsẹ́yìn,anger,0.562
coercion,ipá,ipá,fear,0.547
retarded,idaduro,ìdádúró,anger,0.364
spillin,spillin,sun jáde,fear,0.328
bewilder,dojuru,dojúrú,surprise,0.742
uncertain,aidaniloju,àìdánilójú,fear,0.172
raving,raving,ọ̀rọ̀ líle,joy,0.578
cutthroat,ọgbẹ ọgbẹ,ọgbẹ́ ọgbẹ́,fear,0.664
loneliness,ìdánìkanwà,ìdánìkanwà,fear,0.344
traumatic,ibanuje,ìbànújẹ́,anger,0.402
miracles,iyanu,ìyanu,joy,0.758
author,onkowe,ònkọ̀wé,trust,0.469
ordination,isọdimimọ,ìfilélẹ̀,trust,0.562
mindfulness,ifarabalẹ,ìfarabalẹ̀,joy,0.455
wan,wan,àìsàn,sadness,0.312
spokesman,agbẹnusọ,agbẹnusọ,trust,0.492
antisocial,alatako,alátakò,disgust,0.391
stillness,idakẹjẹ,ìdákẹ́jẹ́,fear,0.188
congregation,ijọ,ìjọ,trust,0.562
bee,oyin,oyin,fear,0.234
offering,ẹbọ,ẹbọ,trust,0.414
star,irawo,ìràwọ̀,trust,0.391
shutdown,paade,pàdé,fear,0.328
raid,igbogun ti,ìgbógun tì,fear,0.6
succeed,ṣe aṣeyọri,ṣàṣeyọrí,trust,0.555
chaos,Idarudapọ,ìdàrúdàpọ̀,fear,0.839
godsend,oriṣa,òrìṣà,joy,0.688
ridicule,ipaya,fojú tẹ́ńbẹ́lú,disgust,0.555
restrain,ni ihamọ,ní ìhámọ́,fear,0.453
stealthily,jijẹ,yíyọ́ kẹ́lẹ́,surprise,0.516
horror,ibanuje,ìbànújẹ́,sadness,0.719
wench,wench,ọmọdébìnrin,disgust,0.617
sterling,sita,owó póùn,trust,0.477
vicious,buburu,búburú,anger,0.884
adviser,onimọran,onídàmọ́ràn,trust,0.688
bountiful,lọpọlọpọ,lọ́pọ̀lọpọ̀,joy,0.667
pirate,ajalelokun,ajalèlókun,anger,0.344
excel,tayo,tayọ,anticipation,0.461
affection,ìfẹni,ìnífẹ̀sí,trust,0.484
affection,ìfẹni,ìfẹni,joy,0.647
throttle,finasi,finásí,anger,0.579
bomber,ado oloro,ẹni tó yín àdó olóró,fear,0.734
gunpowder,etu ibon,ẹtu ìbọn,fear,0.562
vulnerability,ailagbara,àìlágbára,fear,0.548
enmity,ikorira,ìkórìíra,sadness,0.406
sympathy,aanu,àánú,sadness,0.375
vigil,gbigbọn,àìsùn,anticipation,0.398
perceive,woye,kíyèsi,trust,0.453
dismemberment,dismemberment,ìyọkúrò,fear,0.875
deplore,banujẹ,banújẹ́,disgust,0.461
infraction,aiṣedede,Àìṣedédé,anger,0.485
willful,imomose,ìmọ́mọ̀ṣe,sadness,0.16
displaced,nipo,nípò,anger,0.294
malignant,buburu,ìpanilára,fear,0.734
disability,ailera,àìlera,sadness,0.648
bloodshed,itajesile,ìtàjẹ̀sílẹ̀,sadness,0.836
serpent,ejo,ejò,fear,0.638
warn,kilọ,Kìlọ̀,anticipation,0.547
protecting,aabo,dídáábòbo,trust,0.734
imagination,oju inu,èrò,trust,0.438
legislator,olofin,aṣòfin,trust,0.406
unwavering,alaigbọran,aláìyípadà,trust,0.672
averseness,averseness,ìkórìíra,disgust,0.391
decayed,ibajẹ,Ìbàjẹ́,disgust,0.789
petloss,petloss,Ikú ǹkan ọ̀sìn,sadness,0.594
nervous,aifọkanbalẹ,Àìfọkànbalẹ̀,anticipation,0.602
triumphant,olubori,olúborí,anticipation,0.625
lovee,ololufe,olólùfẹ́,joy,0.92
impartial,ojúsàájú,àìṣojúṣàjú,trust,0.555
corrupting,ibajẹ,Ìbàjẹ́,anger,0.672
harry,harry,ìkọlù,sadness,0.109
ulcer,adaijina,àdáàjiná,disgust,0.633
absolution,idariji,ìdáríjì,trust,0.617
clerical,alufaa,àlùfáà,trust,0.32
ashamed,tiju,tijú,disgust,0.438
furrow,iho,ihò,sadness,0.344
coldness,otutu,òtútù,anger,0.477
elimination,imukuro,ìmúkúrò,disgust,0.453
inconsiderate,alaironu,aílaìronú,anger,0.329
poisoned,majele,májèlé,disgust,0.711
force,ipa,ipa,fear,0.266
persuade,parowa,pàrọwà,trust,0.43
matrimony,igbeyawo,ìgbéyàwó,anticipation,0.609
inimaginable,airotẹlẹ,àìròtẹ́lẹ̀,surprise,0.617
intimately,timotimo,tímọ́tímọ́,joy,0.507
libel,isọkusọ,ìbanilórúkọjẹ́,trust,0.219
dove,àdàbà,àdàbà,trust,0.469
savor,adun,adùn,trust,0.508
astonish,iyalẹnu,ìyàlẹ́nu,surprise,0.805
censor,ihamon,Ìhámọ́,anger,0.424
dismay,aibanujẹ,àìbanújẹ́,sadness,0.636
thriving,ti ndagba,ti ń dàgbà,joy,0.719
fury,ibinu,ìbínú,fear,0.672
abhor,korira,kórira,anger,0.816
antagonist,alatako,alátakò,anger,0.545
panicking,ijaaya,ijaya,fear,0.708
whatsthepoint,kini oye,kíni òye,anger,0.394
ruin,ìparun,ìparun,fear,0.725
vesicular,vesicular,******,disgust,0.547
speculative,awotẹlẹ,Àwòtẹ́lẹ̀,anticipation,0.555
vulture,igún,igún,disgust,0.516
courtship,ibaṣepọ,àfẹ́sọ́nà,trust,0.508
familiarity,faramọ,faramọ́,joy,0.333
lynch,lynch,pànìyà,anger,0.69
harrowing,ibanuje,ìbànújẹ́,fear,0.703
alcoholism,ìmukúmu,ìmukúmu,disgust,0.562
vermin,kokoro,kòkòrò,disgust,0.789
tortious,onitara,kò dára,disgust,0.516
mange,akopọ,àìsàn awọ ara,fear,0.562
birthday,ojo ibi,ọjọ́-ìbí,surprise,0.492
elite,olutayo,ọlọ́lá,trust,0.438
hide,tọju,tọ́jú,fear,0.297
sewage,omi idọti,Omi ìdọ̀tí,disgust,0.797
arrive,de,dé,anticipation,0.594
accidental,lairotẹlẹ,láìròtẹ́lẹ̀,surprise,0.672
gradual,dialdi.,Díẹ̀díẹ̀,anticipation,0.375
indignation,ibinu,ìbínú,anger,0.587
listneing,atokọ,tẹ́tí,joy,0.212
satisfaction,itelorun,ìtẹ́lọ́rùn,joy,0.652
thrill,dani lorun,dáni lọ́rùn,fear,0.219
harbor,abo,ibùdókọ̀,trust,0.492
eek,eek,pariwo,fear,0.531
protective,aabo,ìdáábòbò,trust,0.648
scar,aleebu,àpá,disgust,0.461
strife,ìjà,ìjà,anger,0.625
abandonment,ifasilẹ silẹ,ìkọ̀sílẹ̀,fear,0.609
bombard,bombu,kóobòó,anger,0.641
underpaid,ti ko sanwo,Tí kò sanwó tó,anger,0.152
fellow,elegbe,ẹlẹ́gbẹ́,trust,0.492
invite,pe,pé,joy,0.457
shameless,itiju,àìnítìjú,disgust,0.43
friendly,ore,ọ̀rẹ́,anticipation,0.461
dentist,onísègùn,oníṣègùn,fear,0.312
motion,išipopada,Ìṣípòpadà,anticipation,0.469
sham,itiju,ìtìjú,disgust,0.509
defraud,jìbìtì,jìbìtì,disgust,0.516
uprising,uprising,ń dìde sókè,anticipation,0.68
inviting,pípe,fanimọ́ra,surprise,0.289
prosecute,ṣe idajọ,ṣe ìdájọ́,fear,0.609
plague,ìyọnu,ìyọnu,disgust,0.852
deadly,oloro,olóró,sadness,0.898
wane,eni,ẹni,sadness,0.456
commandant,alakoso,apàṣẹ,trust,0.578
banish,yọ kuro,lé kúrò,fear,0.688
fortune,orire,oríire,joy,0.591
mucus,mucus,ikunmú,disgust,0.742
unruly,alaigbọran,aláìgbọràn,fear,0.281
meddle,dapo,dàpọ̀,anger,0.341
daze,daze,ipò ìjayà,surprise,0.547
unreliable,alaigbagbọ,àláìṣeégbáralé,trust,0.172
upset,inu bibi,Inú bíbí,anger,0.439
